fecha,tienda_id,sku,canal,unidades,precio,importe
2024-06-01,S013,SKU00224,web,2,13.88,27.76
2024-06-01,S002,SKU00064,tienda,0,15.33,0.00
2024-06-01,S014,SKU00352,web,1,23.79,23.79
2024-06-01,S001,SKU00087,tienda,2,8.80,17.60
2024-06-01,S011,SKU00308,tienda,1,49.85,49.85
2024-06-01,S017,SKU00358,Web,3,15.42,46.26
2024-06-01,S006,SKU00075,tienda,3,9.84,29.52
2024-06-01,S005,SKU00355,web,1,33.01,33.01
2024-06-01,S018,SKU00341,tienda,1,20.48,20.48
2024-06-01,S002,SKU00386,web,3,9.17,27.51
2024-06-01,S007,SKU00151,tienda,0,7.91,0.00
2024-06-01,S011,SKU00394,app,1,21.28,21.28
2024-06-01,S004,SKU00178,web,1,9.17,9.17
2024-06-01,S014,SKU00001,web,1,7.37,7.37
2024-06-01,S006,SKU00254,web,1,10.29,10.29
2024-06-01,S008,SKU00256,tienda,1,9.95,9.95
2024-06-01,S011,SKU00183,tienda,3,7.36,22.08
2024-06-01,S010,SKU00135,tienda,1,22.26,22.26
2024-06-01,S020,SKU00387,web,2,20.68,41.36
2024-06-01,S018,SKU00380,tienda,2,48.31,96.62
2024-06-01,S008,SKU00260,tienda,1,20.14,20.14
2024-06-01,S011,SKU00309,web,3,28.80,86.40
2024-06-01,S004,SKU00101,tienda,1,29.78,29.78
2024-06-01,S004,SKU00144,tienda,1,14.97,14.97
2024-06-01,S010,SKU00238,tienda,1,,
2024-06-01,S014,SKU00359,web,0,13.15,0.00
2024-06-01,S019,SKU00118,web,2,2.61,5.22
2024-06-01,S013,SKU00366,web,2,"24,21",48.42
2024-06-01,S006,SKU00336, wEb ,3,34.06,102.18
2024-06-01,S007,SKU00266,tienda,2,16.96,34.52
2024-06-01,S011,SKU00211,web,1,17.38,17.38
2024-06-01,S020,SKU00183,web,2,7.00,14.00
2024-06-01,S012,SKU00298,tienda,3,8.69,26.07
2024-06-01,S013,SKU00237,tienda,2,28.96,57.92
2024-06-01,S008,SKU00075,tienda,3,7.60,22.80
2024-06-01,S005,SKU00400,web,1,11.05,11.05
2024-06-01,S006,SKU00247,tienda,2,9.43,18.86
2024-06-01,S003,SKU00338,app,0,5.69,0.00
2024-06-01,S005,SKU00272,web,3,,
2024-06-01,S010,SKU00129,web,2,36.07,72.14
2024-06-01,S013,SKU00274,tienda,0,19.64,0.00
2024-06-01,S010,SKU00102,web,3,6.35,19.05
2024-06-01,S014,SKU00120,web,2,17.41,34.82
2024-06-01,S006,SKU00277,web,2,8.86,17.72
2024-06-01,S015,SKU00192,tienda,0,7.14,0.00
2024-06-01,S002,SKU00350,web,0,7.79,0.00
2024-06-01,S007,SKU00368,tienda,0,20.02,0.00
2024-06-01,S007,SKU00146,tienda,0,9.74,0.00
2024-06-01,S017,SKU00140,app,1,13.87,13.87
2024-06-01,S005,SKU00301,app,2,32.79,65.58
2024-06-01,S013,SKU00154,tienda,1,18.29,18.29
2024-06-01,S018,SKU00314,tienda,2,8.42,16.84
2024-06-01,S015,SKU00321,web,0,21.78,0.00
2024-06-01,S012,SKU00072,web,5,7.91,39.55
2024-06-01,S019,SKU00028,web,1,15.12,15.12
2024-06-01,S003,SKU00008,web,1,3.79,3.79
2024-06-01,S003,SKU00330,web,2,"12,33",24.66
2024-06-01,S003,SKU00112,app,1,25.18,25.18
2024-06-01,S002,SKU00188,web,1,46.32,46.32
2024-06-01,S015,SKU00343,app,2,"22,25",44.90
2024-06-01,S003,SKU00200,tienda,0,13.32,0.00
2024-06-01,S019,SKU00373,tienda,0,28.94,0.00
2024-06-01,S014,SKU00245,tienda,1,32.88,32.88
2024-06-01,S020,SKU00171,app,1,26.46,26.46
2024-06-01,S008,SKU00193,tienda,2,17.85,35.70
2024-06-01,S009,SKU00217,tienda,2,16.79,33.58
2024-06-01,S019,SKU00076,tienda,3,21.70,65.10
2024-06-01,S018,SKU00249,web,1,17.46,17.46
2024-06-01,S015,SKU00363,tienda,1,31.97,31.97
2024-06-01,S003,SKU00120,tienda,0,31.86,0.00
2024-06-01,S007,SKU00099,tienda,2,28.31,56.62
2024-06-01,S008,SKU00023,app,0,15.76,0.00
2024-06-01,S001,SKU00177,tienda,3,7.68,23.04
2024-06-01,S007,SKU00134,app,1,22.22,22.22
2024-06-01,S002,SKU00174,tienda,2,9.52,19.04
2024-06-01,S003,SKU00307,web,2,3.78,7.56
2024-06-01,S017,SKU00202,tienda,0,35.83,0.00
2024-06-01,S012,SKU00031,app,3,13.36,40.08
2024-06-01,S016,SKU00029,tienda,-4,27.77,
2024-06-01,S015,SKU00389,web,2,8.42,16.84
2024-06-01,S005,SKU00347,app,2,14.25,28.50
2024-06-01,S020,SKU00192,app,2,23.02,46.04
2024-06-01,S015,SKU00174,tienda,2,5.11,10.22
2024-06-01,S015,SKU00284,app,1,25.23,25.34
2024-06-01,S006,SKU00134,web,0,24.73,0.00
2024-06-01,S007,SKU00287,web,3,6.22,18.66
2024-06-01,S008,SKU00050,tienda,3,14.38,43.14
2024-06-01,S015,SKU00260,tienda,-3,22.61,
2024-06-01,S014,SKU00021,app,0,27.55,0.00
2024-06-01,S007,SKU00308,tienda,1,18.29,18.29
2024-06-01,S007,SKU00299,W,3,30.66,91.98
2024-06-01,S016,SKU00047,tienda,2,19.75,39.50
2024-06-01,S012,SKU00019,tienda,2,,
2024-06-01,S015,SKU00265,tienda,2,37.56,75.12
2024-06-01,S019,SKU00385,app,2,11.76,23.95
2024-06-01,S008,SKU00046,tienda,1,43.85,43.85
2024-06-01,S007,SKU00134,tienda,0,21.19,0.00
2024-06-01,S006,SKU00024,tienda,0,13.56,0.00
2024-06-01,S018,SKU00304,tienda,0,31.94,0.00
2024-06-01,S013,SKU00356,tienda,0,19.24,0.00
2024-06-01,S008,SKU00172,web,2,7.87,15.74
2024-06-01,S011,SKU00265,tienda,2,16.41,32.05
2024-06-01,S011,SKU00222,tienda,2,27.73,55.46
2024-06-01,S002,SKU00021,tienda,0,10.54,0.00
2024-06-01,S020,SKU00052,tienda,1,3.24,3.24
2024-06-01,S004,SKU00031,web,1,10.49,10.49
2024-06-01,S004,SKU00262,tienda,1,10.18,10.18
2024-06-01,S015,SKU00313,web,2,18.78,37.56
2024-06-01,S016,SKU00241,web,0,7.46,0.00
2024-06-01,S012,SKU00084,app,0,27.98,0.00
2024-06-01,S001,SKU00082,web,2,32.00,64.00
2024-06-01,S004,SKU00267,tienda,1,10.87,10.87
2024-06-01,S020,SKU00313,web,1,33.65,33.65
2024-06-01,S005,SKU00212,W,2,11.79,23.58
2024-06-01,S009,SKU00319,web,0,5.28,0.00
2024-06-01,S018,SKU00305,tienda,1,3.82,3.82
2024-06-01,S010,SKU00075,tienda,1,7.66,7.66
2024-06-01,S008,SKU00167,tienda,1,,
2024-06-01,S019,SKU00255,tienda,3,1.99,5.97
2024-06-01,S014,SKU00200,web,1,"24,84",24.84
2024-06-01,S014,SKU00192,web,1,9.01,9.01
2024-06-01,S020,SKU00301,tienda,3,24.91,74.73
2024-06-01,S017,SKU00090,tienda,2,4.48,8.96
2024-06-01,S006,SKU00269,tienda,2,2.47,4.94
2024-06-01,S012,SKU00292,app,1,5.73,5.73
2024-06-01,S001,SKU00156,tienda,2,47.13,94.26
2024-06-01,S018,SKU00264,app,2,26.55,53.10
2024-06-01,S004,SKU00039,tienda,1,8.04,8.04
2024-06-01,S019,SKU00166,tienda,3,28.35,85.05
2024-06-01,S003,SKU00179,tienda,1,10.89,10.89
2024-06-01,S002,SKU00318,tienda,2,20.58,42.07
2024-06-01,S014,SKU00309,tienda,3,37.50,112.50
2024-06-01,S014,SKU00159,tienda,2,24.61,49.22
2024-06-01,S001,SKU00149,tienda,1,17.94,17.94
2024-06-01,S014,SKU00180,web,1,8.75,8.75
2024-06-01,S005,SKU00124,web,0,18.38,0.00
2024-06-01,S008,SKU00082,tienda,3,2.32,6.96
2024-06-01,S007,SKU00117,app,2,9.89,19.78
2024-06-01,S018,SKU00127,tienda,0,22.80,0.00
2024-06-01,S013,SKU00015,web,2,11.43,22.86
2024-06-01,S011,SKU00097,web,2,7.61,15.22
2024-06-01,S010,SKU00046,tienda,2,12.98,25.96
2024-06-01,S005,SKU00142,tienda,1,14.21,14.38
2024-06-01,S013,SKU00181,app,2,5.29,10.58
2024-06-01,S013,SKU00021,web,2,26.01,52.02
2024-06-01,S006,SKU00290,web,1,14.78,14.78
2024-06-01,S001,SKU00058,web,2,32.57,65.14
2024-06-01,S008,SKU00349,tienda,2,25.37,50.74
2024-06-01,S013,SKU00383,web,2,3.18,6.36
2024-06-01,S017,SKU00379,web,1,12.47,12.47
2024-06-01,S005,SKU00251,web,1,15.97,15.97
2024-06-01,S008,SKU00279,tienda,0,8.29,0.00
2024-06-01,S016,SKU00344,web,0,5.88,0.00
2024-06-01,S005,SKU00363,tienda,3,27.90,83.70
2024-06-01,S005,SKU00307,app,0,5.22,0.00
2024-06-01,S009,SKU00156,tienda,2,23.39,46.78
2024-06-01,S006,SKU00286, wEb ,1,1.18,1.18
2024-06-01,S016,SKU00223,web,2,23.89,47.78
2024-06-01,S009,SKU00335,tienda,4,14.45,57.80
2024-06-01,S017,SKU00350,tienda,1,20.85,20.85
2024-06-01,S011,SKU00118,tienda,2,23.51,47.02
2024-06-01,S013,SKU00026,app,1,46.52,46.52
2024-06-01,S008,SKU00084,tienda,3,19.89,59.67
2024-06-01,S012,SKU00002,tienda,1,7.08,7.08
2024-06-01,S014,SKU00174,Web,0,22.72,0.00
2024-06-01,S012,SKU00291,tienda,5,12.38,61.90
2024-06-01,S013,SKU00312,web,1,11.02,11.02
2024-06-01,S012,SKU00247,web,1,8.50,8.50
2024-06-01,S015,SKU00354,tienda,1,33.85,33.85
2024-06-01,S013,SKU00134,tienda,3,22.74,68.22
2024-06-01,S004,SKU00097,web,2,19.07,38.14
2024-06-01,S017,SKU00302,web,0,28.64,0.00
2024-06-01,S004,SKU00321,app,0,21.36,0.00
2024-06-01,S019,SKU00244,web,3,9.32,27.96
2024-06-01,S020,SKU00110,web,2,11.34,22.68
2024-06-01,S004,SKU00373,app,2,41.23,82.46
2024-06-01,S004,SKU00123,tienda,1,11.24,11.24
2024-06-01,S018,SKU00168,web,1,27.73,27.73
2024-06-01,S019,SKU00226,WEB,0,18.94,0.00
2024-06-01,S013,SKU00074,web,3,27.27,81.81
2024-06-01,S005,SKU00250,web,1,25.22,25.22
2024-06-01,S013,SKU00244,app,2,12.73,25.46
2024-06-01,S017,SKU00111,tienda,2,14.40,28.80
2024-06-01,S015,SKU00199,app,2,9.13,18.26
2024-06-01,S020,SKU00024,web,3,13.19,39.57
2024-06-01,S019,SKU00271,web,2,5.55,11.10
2024-06-01,S014,SKU00325,web,2,17.86,35.72
2024-06-01,S003,SKU00156,app,3,14.44,43.32
2024-06-01,S011,SKU00031,web,4,28.61,114.44
2024-06-01,S012,SKU00078, wEb ,1,14.90,14.90
2024-06-01,S005,SKU00155,web,1,16.33,16.33
2024-06-01,S003,SKU00300,tienda,3,28.94,86.82
2024-06-01,S003,SKU00249,tienda,3,24.36,73.08
2024-06-01,S001,SKU00112,tienda,2,22.53,45.06
2024-06-01,S002,SKU00067,web,4,11.27,45.08
2024-06-01,S018,SKU00329,app,2,15.80,31.60
2024-06-01,S013,SKU00313,web,4,22.93,91.72
2024-06-01,S016,SKU00307,tienda,2,22.97,45.94
2024-06-01,S014,SKU00315,web,3,,
2024-06-01,S017,SKU00393,web,1,21.57,21.57
2024-06-01,S020,SKU00295,tienda,2,23.69,47.38
2024-06-01,S018,SKU00362,web,2,14.18,28.32
2024-06-01,S012,SKU00078,app,2,6.81,13.62
2024-06-01,S017,SKU00105,web,2,30.03,60.06
2024-06-01,S006,SKU00271,tienda,3,28.83,86.49
2024-06-01,S013,SKU00236,tienda,2,"6,72",13.44
2024-06-01,S012,SKU00031,tienda,3,37.11,111.33
2024-06-01,S001,SKU00135,web,1,17.72,17.72
2024-06-01,S016,SKU00111,app,3,38.90,116.70
2024-06-01,S010,SKU00145,Web,2,12.69,25.38
2024-06-01,S007,SKU00377,tienda,2,11.68,23.36
2024-06-01,S001,SKU00058,tienda,1,9.05,9.05
2024-06-01,S015,SKU00350,tienda,3,16.87,50.61
2024-06-01,S019,SKU00121,tienda,2,10.88,21.76
2024-06-01,S001,SKU00025,app,1,9.26,9.26
2024-06-01,S006,SKU00115,web,1,19.16,19.16
2024-06-01,S003,SKU00179,app,1,14.91,14.91
2024-06-01,S009,SKU00036,app,3,17.23,51.69
2024-06-01,S002,SKU00335,web,3,3.46,10.38
2024-06-01,S014,SKU00163,web,1,30.63,30.63
2024-06-01,S001,SKU00123,web,2,12.24,24.48
2024-06-01,S004,SKU00045,web,4,22.72,90.88
2024-06-01,S018,SKU00343,tienda,-2,26.34,
2024-06-01,S019,SKU00280,app,0,18.88,0.00
2024-06-01,S017,SKU00137,web,5,23.10,115.50
2024-06-01,S009,SKU00135,app,0,23.21,0.00
2024-06-01,S017,SKU00187,web,1,6.19,6.19
2024-06-01,S002,SKU00165,tienda,2,14.39,28.78
2024-06-01,S012,SKU00340,web,0,8.77,0.00
2024-06-01,S015,SKU00325,web,0,13.44,0.00
2024-06-01,S008,SKU00319,tienda,0,,
2024-06-01,S019,SKU00133,tienda,2,11.11,22.22
2024-06-01,S003,SKU00269,web,3,6.93,20.79
2024-06-01,S002,SKU00368,tienda,0,26.94,0.00
2024-06-01,S012,SKU00123,tienda,1,23.99,23.99
2024-06-01,S007,SKU00169,app,3,20.71,62.13
2024-06-01,S001,SKU00056,web,3,2.04,6.12
2024-06-01,S015,SKU00204,web,1,31.40,31.40
2024-06-01,S010,SKU00284,tienda,1,16.44,16.44
2024-06-01,S016,SKU00046,web,2,30.22,60.44
2024-06-01,S018,SKU00354,web,0,8.21,0.00
2024-06-01,S007,SKU00266,app,0,8.73,0.00
2024-06-01,S010,SKU00285,tienda,1,15.48,15.48
2024-06-01,S018,SKU00132,tienda,3,14.50,43.50
2024-06-01,S005,SKU00188,app,3,17.36,52.08
2024-06-01,S003,SKU00210,app,3,35.29,105.87
2024-06-01,S019,SKU00313,web,1,13.48,13.48
2024-06-01,S002,SKU00071,app,2,9.43,18.86
2024-06-01,S016,SKU00114,web,4,2.27,9.08
2024-06-01,S007,SKU00265,tienda,1,5.53,5.53
2024-06-01,S015,SKU00352,tienda,3,16.55,49.65
2024-06-01,S019,SKU00164,web,1,41.45,41.45
2024-06-01,S008,SKU00201,app,3,22.06,66.18
2024-06-01,S005,SKU00373,tienda,1,19.55,19.55
2024-06-01,S017,SKU00270,tienda,3,24.06,72.18
2024-06-01,S009,SKU00156,web,2,15.80,31.60
2024-06-01,S008,SKU00297,app,3,6.44,19.32
2024-06-01,S002,SKU00089,tienda,3,5.72,17.16
2024-06-01,S003,SKU00371,web,1,12.11,12.11
2024-06-01,S017,SKU00297,tienda,2,31.57,63.14
2024-06-01,S006,SKU00185,tienda,1,18.58,18.58
2024-06-01,S004,SKU00055,app,1,21.12,21.12
2024-06-01,S018,SKU00022,web,3,31.08,93.24
2024-06-01,S018,SKU00257,tienda,2,8.54,17.08
2024-06-01,S008,SKU00045,web,3,8.24,24.72
2024-06-01,S004,SKU00044,web,1,20.92,20.92
2024-06-01,S003,SKU00307,tienda,2,17.53,35.06
2024-06-01,S015,SKU00304, wEb ,2,19.17,38.34
2024-06-01,S006,SKU00078,web,1,17.96,17.96
2024-06-01,S001,SKU00246,tienda,0,27.87,0.00
2024-06-01,S002,SKU00188,web,1,4.29,4.29
2024-06-01,S016,SKU00070,tienda,3,12.73,38.19
2024-06-01,S006,SKU00223,tienda,2,9.87,19.74
2024-06-01,S004,SKU00035,app,1,52.28,52.28
2024-06-01,S008,SKU00253,web,1,6.87,6.87
2024-06-01,S011,SKU00195,tienda,0,42.34,0.00
2024-06-01,S010,SKU00003,tienda,4,20.80,83.20
2024-06-01,S005,SKU00172,web,5,39.51,197.55
2024-06-01,S006,SKU00360,app,0,30.79,0.00
2024-06-01,S006,SKU00200,tienda,0,18.38,0.00
2024-06-01,S013,SKU00158,web,2,18.40,36.80
2024-06-01,S017,SKU00005,tienda,2,5.98,11.96
2024-06-01,S004,SKU00283,web,1,14.28,14.28
2024-06-01,S017,SKU00320,tienda,1,42.20,42.20
2024-06-01,S002,SKU00336,web,1,16.26,16.26
2024-06-01,S015,SKU00160,web,3,18.69,56.07
2024-06-01,S009,SKU00074,tienda,1,15.43,15.43
2024-06-01,S008,SKU00150,W,0,17.80,0.00
2024-06-01,S012,SKU00354,app,2,5.37,10.74
2024-06-01,S007,SKU00265,web,2,14.89,29.78
2024-06-01,S013,SKU00398,app,1,6.07,6.07
2024-06-01,S015,SKU00207,tienda,2,21.14,42.28
2024-06-01,S020,SKU00231,web,3,23.31,69.93
2024-06-01,S018,SKU00344,tienda,1,26.81,26.81
2024-06-01,S004,SKU00133,W,2,42.03,84.06
2024-06-01,S008,SKU00036,app,4,33.10,132.40
2024-06-01,S006,SKU00331,tienda,3,18.01,54.03
2024-06-01,S011,SKU00205,tienda,2,11.98,23.96
2024-06-01,S010,SKU00069,tienda,1,"11,74",11.74
2024-06-01,S014,SKU00207,tienda,0,10.71,0.00
2024-06-01,S008,SKU00257,tienda,2,21.54,43.08
2024-06-01,S013,SKU00314,app,0,38.49,0.00
2024-06-01,S010,SKU00049,tienda,1,12.47,12.47
2024-06-01,S011,SKU00112,tienda,2,22.69,45.38
2024-06-01,S002,SKU00021,web,2,22.10,44.20
2024-06-01,S008,SKU00112,web,1,9.42,9.42
2024-06-01,S006,SKU00015,web,1,25.07,25.07
2024-06-01,S013,SKU00263,app,1,7.96,7.96
2024-06-01,S009,SKU00037,web,1,16.54,16.54
2024-06-01,S020,SKU00098,tienda,2,18.23,37.07
2024-06-01,S007,SKU00396,tienda,3,19.19,57.57
2024-06-01,S020,SKU00369,tienda,3,19.92,59.76
2024-06-01,S018,SKU00182,web,0,6.08,0.00
2024-06-01,S014,SKU00016,web,1,5.79,5.79
2024-06-01,S003,SKU00173,web,3,4.12,12.36
2024-06-01,S007,SKU00182,Web,4,6.33,25.32
2024-06-01,S013,SKU00083,web,2,,
2024-06-01,S019,SKU00273,WEB,2,39.25,78.50
2024-06-01,S011,SKU00174,web,1,7.20,7.20
2024-06-01,S013,SKU00054,tienda,1,20.22,20.22
2024-06-01,S015,SKU00390,tienda,2,16.74,33.48
2024-06-01,S008,SKU00368,web,3,19.58,58.74
2024-06-01,S008,SKU00118,tienda,2,29.29,58.58
2024-06-01,S007,SKU00001,tienda,2,12.96,25.92
2024-06-01,S019,SKU00212,tienda,0,18.06,0.00
2024-06-01,S006,SKU00074,web,2,9.72,19.44
2024-06-01,S001,SKU00037,app,3,4.71,14.13
2024-06-01,S003,SKU00362,tienda,0,"9,55",0.00
2024-06-01,S017,SKU00235,tienda,0,10.06,0.00
2024-06-01,S017,SKU00181,web,2,7.63,15.26
2024-06-01,S010,SKU00391,tienda,3,9.48,28.44
2024-06-01,S020,SKU00110,web,0,13.51,0.00
2024-06-01,S003,SKU00012,web,1,7.09,7.09
2024-06-01,S006,SKU00317,app,2,20.64,41.28
2024-06-01,S004,SKU00084,tienda,3,35.83,107.49
2024-06-01,S011,SKU00141,W,4,15.12,60.48
2024-06-01,S008,SKU00176,web,1,5.37,5.37
2024-06-01,S018,SKU00063,app,1,24.34,24.34
2024-06-01,S017,SKU00354,web,1,6.82,6.82
2024-06-01,S014,SKU00367,tienda,3,14.32,42.96
2024-06-01,S013,SKU00128,tienda,2,4.83,9.66
2024-06-01,S019,SKU00073,web,2,9.71,19.42
2024-06-01,S012,SKU00039,tienda,0,24.38,0.00
2024-06-01,S006,SKU00052,tienda,2,26.83,53.66
2024-06-01,S015,SKU00176,tienda,1,14.34,14.34
2024-06-01,S011,SKU00143,web,1,17.61,17.61
2024-06-01,S009,SKU00093,tienda,0,14.20,0.00
2024-06-01,S002,SKU00034,tienda,0,13.37,0.00
2024-06-01,S012,SKU00378,tienda,1,3.11,3.11
