order_id,customer_id,fecha,canal,sku,qty,price,cost
17,1672,2024-06-01,tienda,SKU0060,2,18.52,12.16
18,24,2024-06-01,tienda,SKU0042,2,14.6,7.98
18,24,2024-06-01,tienda,SKU0071,1,15.36,12.15
18,24,2024-06-01,tienda,SKU0066,1,19.65,14.68
19,2743,2024-06-01,tienda,SKU0037,2,7.27,5.38
19,2743,2024-06-01,tienda,SKU0048,1,4.6,2.99
20,600,2024-06-01,tienda,SKU0054,1,5.67,4.0
20,600,2024-06-01,tienda,SKU0027,3,13.7,7.91
20,600,2024-06-01,tienda,SKU0075,2,10.8,6.16
21,2426,2024-06-01,tienda,SKU0054,1,8.01,4.49
21,2426,2024-06-01,tienda,SKU0044,1,26.68,16.75
21,2426,2024-06-01,tienda,SKU0040,1,2.04,1.26
22,281,2024-06-01,tienda,SKU0076,2,9.25,7.18
23,1255,2024-06-01,app,SKU0057,1,11.26,7.25
23,1255,2024-06-01,app,SKU0070,1,22.86,14.1
24,1186,2024-06-01,tienda,SKU0017,2,20.4,11.11
24,1186,2024-06-01,tienda,SKU0006,2,3.75,2.0
24,1186,2024-06-01,tienda,SKU0020,2,14.68,8.3
24,1186,2024-06-01,tienda,SKU0038,2,19.15,13.04
25,137,2024-06-01,web,SKU0016,1,11.66,6.18
25,137,2024-06-01,web,SKU0062,2,15.24,9.64
25,137,2024-06-01,web,SKU0074,1,26.27,20.94
26,1438,2024-06-01,tienda,SKU0016,1,5.96,4.71
26,1438,2024-06-01,tienda,SKU0006,2,19.66,11.73
26,1438,2024-06-01,tienda,SKU0069,2,13.43,9.7
27,1017,2024-06-01,tienda,SKU0011,1,5.57,3.59
27,1017,2024-06-01,tienda,SKU0047,2,18.79,9.79
28,876,2024-06-01,web,SKU0091,1,22.21,12.69
29,2130,2024-06-01,tienda,SKU0024,1,9.13,6.14
29,2130,2024-06-01,tienda,SKU0079,3,5.77,2.98
29,2130,2024-06-01,tienda,SKU0070,2,12.84,9.88
29,2130,2024-06-01,tienda,SKU0014,2,20.16,13.79
30,1519,2024-06-01,app,SKU0038,3,5.15,2.81
30,1519,2024-06-01,app,SKU0069,2,15.7,9.25
30,1519,2024-06-01,app,SKU0011,1,12.84,7.86
30,1519,2024-06-01,app,SKU0003,1,16.34,8.99
31,439,2024-06-01,tienda,SKU0011,1,16.06,12.85
31,439,2024-06-01,tienda,SKU0080,1,23.92,15.01
31,439,2024-06-01,tienda,SKU0079,2,2.77,2.2
32,2933,2024-06-01,app,SKU0097,1,3.95,2.02
32,2933,2024-06-01,app,SKU0012,1,30.42,18.03
32,2933,2024-06-01,app,SKU0049,1,9.46,6.07
33,618,2024-06-01,web,SKU0057,1,5.56,3.28
33,618,2024-06-01,web,SKU0067,1,12.5,6.36
34,1132,2024-06-01,web,SKU0028,1,4.21,3.29
34,1132,2024-06-01,web,SKU0031,1,2.69,2.11
34,1132,2024-06-01,web,SKU0047,1,19.56,12.22
35,1677,2024-06-01,web,SKU0019,2,12.23,7.81
35,1677,2024-06-01,web,SKU0068,2,17.64,11.27
35,1677,2024-06-01,web,SKU0098,2,10.89,6.67
36,782,2024-06-01,web,SKU0073,2,9.73,7.51
37,2052,2024-06-01,web,SKU0016,1,17.07,9.06
37,2052,2024-06-01,web,SKU0075,3,12.88,6.95
38,2036,2024-06-01,tienda,SKU0027,2,7.34,5.22
39,2832,2024-06-01,app,SKU0003,1,11.86,9.34
39,2832,2024-06-01,app,SKU0002,2,21.66,15.88
39,2832,2024-06-01,app,SKU0087,2,15.17,8.24
39,2832,2024-06-01,app,SKU0079,2,17.58,9.6
40,2999,2024-06-01,tienda,SKU0096,1,36.57,21.11
40,2999,2024-06-01,tienda,SKU0062,2,3.41,1.73
40,2999,2024-06-01,tienda,SKU0012,1,13.29,7.62
40,2999,2024-06-01,tienda,SKU0067,2,11.27,7.34
41,1841,2024-06-01,app,SKU0083,1,14.83,8.4
41,1841,2024-06-01,app,SKU0006,1,11.85,7.79
41,1841,2024-06-01,app,SKU0054,3,35.8,20.43
42,53,2024-06-01,app,SKU0047,2,11.71,9.07
43,1444,2024-06-01,web,SKU0087,1,7.81,4.71
43,1444,2024-06-01,web,SKU0029,2,16.77,11.74
44,381,2024-06-01,app,SKU0091,1,16.84,9.09
44,381,2024-06-01,app,SKU0092,1,24.03,13.3
44,381,2024-06-01,app,SKU0013,2,6.05,3.13
45,581,2024-06-01,app,SKU0099,1,9.46,6.04
46,1562,2024-06-01,web,SKU0073,2,12.88,8.42
46,1562,2024-06-01,web,SKU0008,2,17.39,13.56
46,1562,2024-06-01,web,SKU0056,2,10.59,6.97
46,1562,2024-06-01,web,SKU0035,1,46.1,27.73
47,511,2024-06-01,app,SKU0087,3,1.89,1.13
47,511,2024-06-01,app,SKU0074,1,19.92,10.42
48,1697,2024-06-01,web,SKU0003,1,9.14,7.27
48,1697,2024-06-01,web,SKU0057,4,12.17,7.51
48,1697,2024-06-01,web,SKU0061,2,16.28,10.9
49,250,2024-06-01,app,SKU0032,1,6.59,3.72
50,2181,2024-06-01,tienda,SKU0038,1,24.44,18.38
50,2181,2024-06-01,tienda,SKU0067,3,3.4,1.91
50,2181,2024-06-01,tienda,SKU0071,1,9.94,5.85
51,2577,2024-06-01,tienda,SKU0095,1,1.5,0.8
52,275,2024-06-01,tienda,SKU0080,1,17.02,9.59
52,275,2024-06-01,tienda,SKU0020,1,24.84,19.81
52,275,2024-06-01,tienda,SKU0020,2,2.46,1.75
52,275,2024-06-01,tienda,SKU0006,2,10.53,5.44
53,2317,2024-06-01,web,SKU0084,2,9.18,6.71
53,2317,2024-06-01,web,SKU0052,3,13.73,9.75
54,2103,2024-06-01,web,SKU0014,1,13.2,6.81
54,2103,2024-06-01,web,SKU0079,1,15.7,8.09
55,714,2024-06-01,app,SKU0090,1,8.01,5.87
56,1727,2024-06-01,web,SKU0031,2,10.37,6.0
56,1727,2024-06-01,web,SKU0074,1,19.42,13.88
56,1727,2024-06-01,web,SKU0053,1,8.25,6.37
57,2932,2024-06-01,web,SKU0012,1,17.18,12.92
57,2932,2024-06-01,web,SKU0010,2,13.26,7.27
58,1043,2024-06-01,tienda,SKU0028,1,10.94,7.52
58,1043,2024-06-01,tienda,SKU0012,1,12.52,6.65
59,2453,2024-06-01,web,SKU0005,1,23.52,16.73
60,2233,2024-06-01,app,SKU0017,1,16.79,11.97
60,2233,2024-06-01,app,SKU0029,1,9.27,5.96
60,2233,2024-06-01,app,SKU0046,2,15.82,8.5
60,2233,2024-06-01,app,SKU0091,1,14.92,11.43
61,2853,2024-06-01,tienda,SKU0098,3,10.37,7.67
62,1834,2024-06-01,web,SKU0053,4,3.98,3.09
63,5,2024-06-01,app,SKU0031,1,15.41,9.31
63,5,2024-06-01,app,SKU0054,1,19.69,15.19
64,1462,2024-06-01,tienda,SKU0042,1,17.4,12.62
64,1462,2024-06-01,tienda,SKU0095,1,22.57,12.59
64,1462,2024-06-01,tienda,SKU0018,2,10.19,7.36
65,694,2024-06-01,app,SKU0007,1,15.44,11.42
65,694,2024-06-01,app,SKU0076,1,14.51,9.14
65,694,2024-06-01,app,SKU0015,2,10.34,6.7
65,694,2024-06-01,app,SKU0070,1,19.59,11.02
66,2538,2024-06-01,tienda,SKU0002,3,17.75,10.99
66,2538,2024-06-01,tienda,SKU0050,2,4.71,2.84
66,2538,2024-06-01,tienda,SKU0054,1,8.95,5.55
66,2538,2024-06-01,tienda,SKU0010,1,10.58,7.05
67,691,2024-06-01,web,SKU0059,1,18.45,11.66
68,2099,2024-06-01,app,SKU0095,3,3.5,1.9
68,2099,2024-06-01,app,SKU0099,1,16.95,11.31
68,2099,2024-06-01,app,SKU0071,1,5.96,4.27
68,2099,2024-06-01,app,SKU0003,4,20.02,11.46
69,184,2024-06-01,web,SKU0034,1,24.31,18.71
69,184,2024-06-01,web,SKU0005,1,11.3,8.28
69,184,2024-06-01,web,SKU0024,3,21.35,15.42
69,184,2024-06-01,web,SKU0058,2,20.18,12.51
70,655,2024-06-01,app,SKU0098,1,23.76,13.35
70,655,2024-06-01,app,SKU0096,2,3.38,2.27
70,655,2024-06-01,app,SKU0007,1,43.98,27.15
70,655,2024-06-01,app,SKU0028,1,36.91,27.34
71,784,2024-06-01,app,SKU0026,1,4.18,2.14
71,784,2024-06-01,app,SKU0089,3,13.79,6.96
71,784,2024-06-01,app,SKU0067,2,23.07,16.55
71,784,2024-06-01,app,SKU0078,2,22.28,13.77
72,542,2024-06-01,app,SKU0011,3,37.37,24.2
72,542,2024-06-01,app,SKU0062,2,6.6,4.46
72,542,2024-06-01,app,SKU0057,1,15.16,7.95
72,542,2024-06-01,app,SKU0068,1,5.6,3.66
73,55,2024-06-01,app,SKU0090,1,18.0,13.31
74,726,2024-06-01,app,SKU0092,1,11.99,6.4
74,726,2024-06-01,app,SKU0053,1,4.96,3.52
75,834,2024-06-01,app,SKU0061,2,6.84,3.49
75,834,2024-06-01,app,SKU0005,2,3.36,1.88
75,834,2024-06-01,app,SKU0093,2,13.51,10.0
75,834,2024-06-01,app,SKU0067,1,26.72,21.08
76,636,2024-06-01,tienda,SKU0022,3,6.0,4.02
77,692,2024-06-01,web,SKU0024,2,4.92,3.44
77,692,2024-06-01,web,SKU0063,2,3.34,1.67
77,692,2024-06-01,web,SKU0091,3,28.35,16.29
77,692,2024-06-01,web,SKU0059,3,9.27,6.81
78,2952,2024-06-01,tienda,SKU0049,3,8.89,5.85
79,787,2024-06-01,tienda,SKU0093,1,6.53,3.32
80,842,2024-06-01,app,SKU0086,1,28.58,21.19
80,842,2024-06-01,app,SKU0042,1,26.84,14.57
80,842,2024-06-01,app,SKU0080,1,11.9,8.09
80,842,2024-06-01,app,SKU0098,1,16.58,9.16
81,985,2024-06-01,tienda,SKU0064,1,11.96,8.57
82,695,2024-06-01,app,SKU0079,1,27.34,17.06
82,695,2024-06-01,app,SKU0099,1,9.17,5.43
82,695,2024-06-01,app,SKU0057,1,28.81,21.07
82,695,2024-06-01,app,SKU0000,1,28.94,15.4
83,1874,2024-06-01,web,SKU0091,2,29.16,20.45
83,1874,2024-06-01,web,SKU0023,2,13.78,7.98
84,1901,2024-06-01,app,SKU0071,1,10.34,6.02
84,1901,2024-06-01,app,SKU0068,1,15.44,11.94
85,2466,2024-06-01,app,SKU0084,3,8.07,5.93
86,524,2024-06-01,app,SKU0042,2,15.06,8.62
86,524,2024-06-01,app,SKU0056,3,16.98,8.58
86,524,2024-06-01,app,SKU0051,2,4.45,2.59
86,524,2024-06-01,app,SKU0017,1,17.23,8.8
87,1811,2024-06-01,web,SKU0009,2,5.45,4.11
88,449,2024-06-01,tienda,SKU0010,1,18.43,12.64
88,449,2024-06-01,tienda,SKU0085,2,6.95,5.08
88,449,2024-06-01,tienda,SKU0022,1,18.94,13.71
89,2342,2024-06-01,web,SKU0073,2,5.36,3.83
89,2342,2024-06-01,web,SKU0059,1,11.66,7.62
89,2342,2024-06-01,web,SKU0002,2,24.0,18.9
89,2342,2024-06-01,web,SKU0043,1,21.86,14.56
90,326,2024-06-01,web,SKU0097,1,18.66,11.62
90,326,2024-06-01,web,SKU0010,2,31.98,21.7
90,326,2024-06-01,web,SKU0043,2,10.09,5.52
90,326,2024-06-01,web,SKU0073,1,20.7,11.31
91,2389,2024-06-01,web,SKU0087,2,13.64,8.85
91,2389,2024-06-01,web,SKU0095,1,18.98,14.11
91,2389,2024-06-01,web,SKU0053,1,3.59,2.67
92,793,2024-06-01,web,SKU0073,1,3.83,2.53
93,192,2024-06-01,web,SKU0039,1,3.56,2.26
94,1935,2024-06-01,tienda,SKU0087,2,19.03,9.79
95,292,2024-06-01,app,SKU0078,1,19.44,11.5
95,292,2024-06-01,app,SKU0082,1,7.9,4.24
95,292,2024-06-01,app,SKU0078,1,3.54,2.5
95,292,2024-06-01,app,SKU0041,1,11.6,5.84
96,85,2024-06-01,web,SKU0067,1,7.9,4.73
96,85,2024-06-01,web,SKU0037,2,15.58,11.26
97,1761,2024-06-01,app,SKU0054,1,13.49,7.29
98,206,2024-06-01,web,SKU0019,2,28.73,15.8
98,206,2024-06-01,web,SKU0046,2,12.14,8.87
98,206,2024-06-01,web,SKU0086,3,42.94,26.41
99,2962,2024-06-01,web,SKU0026,2,20.05,10.16
99,2962,2024-06-01,web,SKU0040,1,39.11,31.16
99,2962,2024-06-01,web,SKU0007,1,4.39,2.52
99,2962,2024-06-01,web,SKU0036,1,13.1,7.95
100,1636,2024-06-01,app,SKU0001,1,8.29,4.18
100,1636,2024-06-01,app,SKU0024,2,14.23,10.34
100,1636,2024-06-01,app,SKU0033,2,7.04,5.57
101,2254,2024-06-01,tienda,SKU0017,3,19.44,10.33
101,2254,2024-06-01,tienda,SKU0050,2,12.15,7.69
102,1289,2024-06-01,web,SKU0008,2,12.98,9.19
102,1289,2024-06-01,web,SKU0036,1,20.74,14.41
102,1289,2024-06-01,web,SKU0055,1,5.03,2.7
103,432,2024-06-01,tienda,SKU0026,1,18.41,9.85
104,692,2024-06-01,tienda,SKU0083,2,17.08,10.31
105,778,2024-06-01,tienda,SKU0015,2,9.14,4.79
105,778,2024-06-01,tienda,SKU0041,2,9.2,7.26
105,778,2024-06-01,tienda,SKU0059,1,12.73,8.99
106,1633,2024-06-01,web,SKU0046,1,15.73,10.54
107,731,2024-06-01,app,SKU0037,2,22.72,16.69
107,731,2024-06-01,app,SKU0048,2,7.54,4.85
107,731,2024-06-01,app,SKU0008,1,16.06,10.59
108,1447,2024-06-01,tienda,SKU0080,2,16.68,10.0
109,2375,2024-06-01,web,SKU0095,1,21.73,14.23
109,2375,2024-06-01,web,SKU0020,1,23.87,12.7
109,2375,2024-06-01,web,SKU0027,2,18.58,14.61
109,2375,2024-06-01,web,SKU0092,2,11.28,8.78
110,2064,2024-06-01,app,SKU0077,1,21.63,15.48
111,2737,2024-06-01,tienda,SKU0052,1,27.07,17.51
111,2737,2024-06-01,tienda,SKU0066,1,2.83,2.15
111,2737,2024-06-01,tienda,SKU0051,3,15.72,10.53
111,2737,2024-06-01,tienda,SKU0034,2,7.04,4.47
112,30,2024-06-01,web,SKU0024,2,32.18,24.04
112,30,2024-06-01,web,SKU0063,3,11.68,8.78
112,30,2024-06-01,web,SKU0023,2,39.88,24.42
113,2961,2024-06-01,web,SKU0098,2,13.22,7.65
113,2961,2024-06-01,web,SKU0023,3,12.49,6.41
113,2961,2024-06-01,web,SKU0011,1,22.24,16.18
114,2668,2024-06-01,tienda,SKU0037,1,21.04,15.96
114,2668,2024-06-01,tienda,SKU0046,1,15.8,8.04
114,2668,2024-06-01,tienda,SKU0011,3,10.53,5.82
115,1904,2024-06-01,web,SKU0044,1,17.56,13.95
115,1904,2024-06-01,web,SKU0012,3,21.58,10.92
115,1904,2024-06-01,web,SKU0033,2,13.32,10.52
115,1904,2024-06-01,web,SKU0030,2,33.62,24.81
116,67,2024-06-01,tienda,SKU0053,1,4.38,2.5
117,1859,2024-06-01,tienda,SKU0090,2,22.39,13.42
117,1859,2024-06-01,tienda,SKU0069,3,13.97,10.3
118,328,2024-06-01,app,SKU0054,1,13.22,8.92
119,222,2024-06-01,web,SKU0037,1,15.57,8.08
119,222,2024-06-01,web,SKU0080,1,24.81,16.65
119,222,2024-06-01,web,SKU0032,2,10.01,5.62
119,222,2024-06-01,web,SKU0014,2,8.75,5.63
120,300,2024-06-01,app,SKU0004,2,9.65,7.31
120,300,2024-06-01,app,SKU0093,2,16.83,11.65
120,300,2024-06-01,app,SKU0021,1,4.65,2.83
120,300,2024-06-01,app,SKU0098,3,15.29,11.5
121,2468,2024-06-01,tienda,SKU0059,2,12.89,8.49
121,2468,2024-06-01,tienda,SKU0053,1,13.01,9.36
121,2468,2024-06-01,tienda,SKU0034,3,10.65,6.52
122,2589,2024-06-01,web,SKU0010,1,7.44,4.81
123,2203,2024-06-01,web,SKU0044,1,14.65,9.2
123,2203,2024-06-01,web,SKU0026,1,11.47,7.07
123,2203,2024-06-01,web,SKU0083,1,8.75,6.71
124,1667,2024-06-01,web,SKU0096,2,15.84,11.28
125,1251,2024-06-01,web,SKU0079,2,2.99,1.88
126,218,2024-06-01,app,SKU0094,3,5.51,3.15
126,218,2024-06-01,app,SKU0087,1,6.91,3.89
126,218,2024-06-01,app,SKU0070,2,15.99,10.1
127,1892,2024-06-01,tienda,SKU0026,1,15.95,7.99
127,1892,2024-06-01,tienda,SKU0013,2,8.17,6.44
127,1892,2024-06-01,tienda,SKU0023,1,7.48,5.79
127,1892,2024-06-01,tienda,SKU0064,1,20.83,11.2
128,154,2024-06-01,web,SKU0088,1,26.35,16.69
128,154,2024-06-01,web,SKU0037,2,5.62,3.47
128,154,2024-06-01,web,SKU0004,2,9.3,7.2
128,154,2024-06-01,web,SKU0062,1,28.75,16.74
129,1955,2024-06-01,app,SKU0018,1,15.38,8.54
129,1955,2024-06-01,app,SKU0003,4,13.39,9.39
130,2235,2024-06-01,web,SKU0005,3,11.65,6.77
131,1138,2024-06-01,tienda,SKU0081,1,8.59,5.93
131,1138,2024-06-01,tienda,SKU0049,2,12.84,7.79
131,1138,2024-06-01,tienda,SKU0026,1,28.15,16.47
132,1339,2024-06-01,tienda,SKU0009,1,2.11,1.3
132,1339,2024-06-01,tienda,SKU0005,1,17.76,9.59
132,1339,2024-06-01,tienda,SKU0068,1,7.73,4.34
133,2535,2024-06-01,app,SKU0060,1,11.78,8.27
133,2535,2024-06-01,app,SKU0005,2,9.01,4.73
133,2535,2024-06-01,app,SKU0079,1,9.26,6.51
133,2535,2024-06-01,app,SKU0009,1,23.02,16.2
134,404,2024-06-01,web,SKU0082,1,5.48,4.22
134,404,2024-06-01,web,SKU0078,1,18.33,14.34
134,404,2024-06-01,web,SKU0032,2,16.92,10.86
134,404,2024-06-01,web,SKU0075,2,11.23,5.7
135,521,2024-06-01,app,SKU0066,1,28.95,17.0
135,521,2024-06-01,app,SKU0037,2,9.68,5.96
135,521,2024-06-01,app,SKU0044,3,7.41,4.64
136,1661,2024-06-01,app,SKU0027,1,12.49,6.48
136,1661,2024-06-01,app,SKU0099,1,11.92,7.63
137,614,2024-06-02,web,SKU0005,3,13.13,7.85
137,614,2024-06-02,web,SKU0082,1,7.68,4.62
138,2847,2024-06-02,tienda,SKU0043,1,19.92,13.02
138,2847,2024-06-02,tienda,SKU0046,3,18.79,9.4
138,2847,2024-06-02,tienda,SKU0001,1,21.32,14.38
138,2847,2024-06-02,tienda,SKU0095,3,33.84,21.17
139,1600,2024-06-02,web,SKU0032,3,30.4,19.9
139,1600,2024-06-02,web,SKU0004,1,12.45,9.93
140,1695,2024-06-02,app,SKU0041,2,15.84,11.92
140,1695,2024-06-02,app,SKU0014,1,23.39,12.09
141,2967,2024-06-02,app,SKU0088,1,9.51,5.26
141,2967,2024-06-02,app,SKU0016,1,16.45,12.47
141,2967,2024-06-02,app,SKU0052,3,9.72,5.32
141,2967,2024-06-02,app,SKU0073,2,9.59,5.54
142,2828,2024-06-02,tienda,SKU0005,1,19.11,11.91
143,1916,2024-06-02,app,SKU0096,1,13.44,8.51
143,1916,2024-06-02,app,SKU0084,1,6.19,4.07
144,2743,2024-06-02,tienda,SKU0007,1,15.16,11.3
144,2743,2024-06-02,tienda,SKU0081,2,15.18,10.85
144,2743,2024-06-02,tienda,SKU0034,2,5.97,3.9
144,2743,2024-06-02,tienda,SKU0085,1,16.48,10.0
145,2653,2024-06-02,web,SKU0057,1,11.13,6.35
145,2653,2024-06-02,web,SKU0016,2,13.32,7.98
145,2653,2024-06-02,web,SKU0089,3,32.0,23.44
145,2653,2024-06-02,web,SKU0083,1,5.31,3.07
146,1288,2024-06-02,tienda,SKU0022,1,6.09,3.67
146,1288,2024-06-02,tienda,SKU0043,2,8.44,5.4
146,1288,2024-06-02,tienda,SKU0083,3,6.84,3.5
146,1288,2024-06-02,tienda,SKU0059,2,20.24,12.5
147,2887,2024-06-02,web,SKU0072,2,31.89,17.09
147,2887,2024-06-02,web,SKU0062,2,12.19,6.26
147,2887,2024-06-02,web,SKU0012,1,13.43,8.83
147,2887,2024-06-02,web,SKU0089,1,11.49,7.47
148,957,2024-06-02,tienda,SKU0011,4,21.04,16.57
149,355,2024-06-02,web,SKU0054,2,56.64,37.54
149,355,2024-06-02,web,SKU0015,1,5.3,2.7
149,355,2024-06-02,web,SKU0071,2,24.25,19.37
149,355,2024-06-02,web,SKU0043,2,14.82,9.63
150,2239,2024-06-02,tienda,SKU0089,1,9.07,5.44
150,2239,2024-06-02,tienda,SKU0015,1,6.44,4.79
150,2239,2024-06-02,tienda,SKU0034,1,5.82,3.22
151,2232,2024-06-02,tienda,SKU0027,2,16.95,9.13
151,2232,2024-06-02,tienda,SKU0073,1,5.68,4.08
151,2232,2024-06-02,tienda,SKU0022,1,33.43,19.25
151,2232,2024-06-02,tienda,SKU0074,3,17.58,11.75
152,819,2024-06-02,web,SKU0033,1,16.98,10.77
152,819,2024-06-02,web,SKU0014,2,13.54,8.23
152,819,2024-06-02,web,SKU0046,1,14.63,7.57
153,1022,2024-06-02,web,SKU0086,1,15.18,10.22
154,863,2024-06-02,web,SKU0067,1,2.37,1.76
155,2654,2024-06-02,app,SKU0036,2,20.15,10.38
156,710,2024-06-02,tienda,SKU0056,1,27.89,15.15
157,271,2024-06-02,app,SKU0092,2,4.08,2.83
158,1388,2024-06-02,web,SKU0070,1,9.7,5.84
158,1388,2024-06-02,web,SKU0020,2,14.48,9.61
159,1441,2024-06-02,web,SKU0063,3,41.48,33.1
159,1441,2024-06-02,web,SKU0000,2,6.58,5.16
160,535,2024-06-02,tienda,SKU0013,2,22.3,15.5
160,535,2024-06-02,tienda,SKU0009,2,21.81,12.56
160,535,2024-06-02,tienda,SKU0047,1,16.83,11.83
160,535,2024-06-02,tienda,SKU0060,2,13.57,10.67
161,1393,2024-06-02,tienda,SKU0097,3,25.32,20.23
161,1393,2024-06-02,tienda,SKU0082,1,1.92,1.16
162,1847,2024-06-02,tienda,SKU0058,2,11.19,7.74
163,2193,2024-06-02,web,SKU0059,1,14.7,11.59
164,1118,2024-06-02,web,SKU0031,2,6.84,3.94
165,2983,2024-06-02,web,SKU0059,4,8.06,5.74
165,2983,2024-06-02,web,SKU0029,3,13.51,9.93
165,2983,2024-06-02,web,SKU0065,2,19.25,13.86
165,2983,2024-06-02,web,SKU0036,1,30.63,19.53
166,2549,2024-06-02,web,SKU0075,2,8.37,6.47
166,2549,2024-06-02,web,SKU0029,1,10.44,8.26
166,2549,2024-06-02,web,SKU0002,2,13.15,7.99
167,516,2024-06-02,tienda,SKU0089,2,10.08,6.57
167,516,2024-06-02,tienda,SKU0015,2,6.72,3.92
168,855,2024-06-02,app,SKU0069,2,6.73,4.35
169,2420,2024-06-02,web,SKU0018,3,29.53,18.44
169,2420,2024-06-02,web,SKU0076,2,4.31,3.08
169,2420,2024-06-02,web,SKU0038,1,20.13,15.08
170,464,2024-06-02,tienda,SKU0009,1,22.1,12.78
170,464,2024-06-02,tienda,SKU0020,2,15.34,10.23
170,464,2024-06-02,tienda,SKU0061,2,11.73,7.99
171,1934,2024-06-02,tienda,SKU0065,1,13.6,7.68
171,1934,2024-06-02,tienda,SKU0018,3,23.53,14.35
172,703,2024-06-02,app,SKU0061,4,4.41,2.21
173,2019,2024-06-02,web,SKU0031,2,20.13,13.28
173,2019,2024-06-02,web,SKU0006,2,12.78,7.39
173,2019,2024-06-02,web,SKU0022,1,29.71,15.25
174,638,2024-06-02,tienda,SKU0072,1,11.73,8.24
174,638,2024-06-02,tienda,SKU0061,3,15.96,12.54
174,638,2024-06-02,tienda,SKU0058,1,35.48,23.31
174,638,2024-06-02,tienda,SKU0092,2,5.59,3.68
175,1036,2024-06-02,web,SKU0018,1,22.49,16.71
175,1036,2024-06-02,web,SKU0038,2,18.31,10.71
176,321,2024-06-02,app,SKU0022,1,45.59,29.7
177,1093,2024-06-02,app,SKU0077,1,4.84,2.8
177,1093,2024-06-02,app,SKU0083,1,29.1,17.26
177,1093,2024-06-02,app,SKU0066,2,15.51,11.58
178,2105,2024-06-02,web,SKU0019,1,6.27,4.64
178,2105,2024-06-02,web,SKU0079,1,14.42,10.56
178,2105,2024-06-02,web,SKU0046,2,16.87,13.48
178,2105,2024-06-02,web,SKU0059,2,19.02,12.69
179,527,2024-06-02,web,SKU0074,2,21.94,15.92
179,527,2024-06-02,web,SKU0048,2,10.89,6.47
179,527,2024-06-02,web,SKU0064,1,10.73,6.59
180,390,2024-06-02,app,SKU0036,1,35.59,24.75
180,390,2024-06-02,app,SKU0080,1,9.29,6.33
180,390,2024-06-02,app,SKU0056,1,6.21,4.38
180,390,2024-06-02,app,SKU0056,3,9.99,5.72
181,2453,2024-06-02,tienda,SKU0022,3,5.38,3.67
182,2862,2024-06-02,web,SKU0095,1,9.66,5.27
182,2862,2024-06-02,web,SKU0021,1,15.3,10.77
183,213,2024-06-02,tienda,SKU0006,1,16.7,10.33
183,213,2024-06-02,tienda,SKU0073,1,14.21,9.03
184,1474,2024-06-02,web,SKU0003,2,7.73,6.08
184,1474,2024-06-02,web,SKU0050,2,23.4,14.46
184,1474,2024-06-02,web,SKU0078,2,3.9,2.15
184,1474,2024-06-02,web,SKU0049,3,5.96,3.61
185,467,2024-06-02,app,SKU0010,2,19.62,11.98
